Gene symbol	Control1	Control2	Anergic1	Anergic2
Dnajb2	115.2	162.5	136.0	56.7
Flt1	71.2	158.1	60.1	119.6
Flt1	38.5	38.9	20.8	39.9
Palm	765.1	601.4	333.6	454.3
Atf2	648.4	1431.1	1233.7	1158.2
Stk19	269.9	283.5	354.4	326.8
Slc4a4	14.9	93.4	12.0	21.9
1190007F08Rik	43.3	47.7	86.3	52.1
Shmt1	152.7	99.5	32.0	34.6
Fto	554.8	604.8	698.2	765.6
Klc4	655.0	892.5	767.5	945.4
Klc4	115.9	138.2	122.3	138.7
Smarca4	1970.3	1889.0	1957.5	1583.6
Ankrd40	401.9	574.6	561.6	511.0
Ifi204	311.6	611.7	214.7	346.4
Ifi204	36.9	43.0	12.8	26.4
Itih4	61.6	21.6	15.4	25.5
Brd1	252.4	217.3	224.7	150.2
Aurkb	56.1	41.4	31.7	43.4
Slc25a14	103.5	78.6	124.5	242.0
Kifc1	45.7	50.3	37.6	51.2
C920025E04Rik /// H2-T23 /// LOC100505163	1239.4	1509.6	1711.3	1828.1
Arg2	52.3	56.8	40.4	131.7
Tnfaip6	6.1	3.2	16.6	9.7
Matn2	14.4	9.8	9.3	8.2
Ank3	26.5	29.6	18.9	115.0
Ank3	15.8	20.2	8.6	39.7
Ccng2	3489.8	2235.0	2114.1	1389.3
Nr2c2	3.4	7.3	2.0	2.7
Ren1 /// Ren2	49.5	50.0	12.0	27.2
Masp2	66.6	84.0	72.9	26.9
Pth1r	48.0	25.5	13.9	16.0
Cacnb3	363.8	535.6	253.7	267.4
Ica1	188.2	284.4	242.6	346.0
Rhpn2	2.8	3.1	2.6	6.6
Stmn4	351.2	383.1	224.6	397.5
Myh4	34.4	49.0	10.5	48.1
Dlgap5	119.3	158.8	51.6	131.8
Arl8b	155.1	265.9	180.1	202.1
Arl8b	462.5	735.3	559.3	563.4
Cmtm7	2189.0	2501.1	1450.5	1650.3
3200002M19Rik	268.2	386.7	257.0	350.6
5033414D02Rik	1241.4	1996.2	2410.2	2083.9
Gys1	734.7	971.3	781.8	976.5
Eps15l1	23.6	40.9	37.0	51.4
Casp7	908.0	937.0	420.6	441.2
Casp7	413.2	480.5	174.8	208.5
Il1rl1	3.0	56.2	172.1	274.0
Il1rl1	53.6	99.3	45.0	106.4
Dusp19	325.3	486.0	667.4	836.5
Evi5	36.9	66.0	97.8	126.0
Rock2	147.1	275.3	282.0	454.6
Cpox	189.1	396.9	146.8	296.0
Cpox	95.8	172.6	76.6	135.9
Nr1d1	1173.0	317.9	279.2	239.9
Ppap2a	80.9	131.3	65.5	51.2
Ap1ar	1121.2	1141.6	1811.7	1423.0
Raly	736.4	494.2	835.5	483.6
Banp	294.9	543.2	301.2	417.9
Mlst8	600.7	709.0	418.1	655.3
Tfpi	30.8	77.8	55.3	36.2
Gtf2e2	454.5	728.9	737.3	1004.8
BC056474	3051.3	1890.5	3505.9	2984.8
Crct1	3.0	13.5	4.9	5.9
Crct1	58.1	87.5	50.0	114.7
Vamp3	604.1	252.3	720.1	346.3
Psmd8	1142.0	1091.3	1392.2	1037.8
Rps29	163.6	237.0	164.5	195.6
LOC100502615	381.1	3510.2	260.2	2533.9
Erdr1	4622.4	4215.4	3475.0	4355.0
Erdr1	290.9	525.0	278.6	430.1
Dci	45.7	18.5	31.2	21.1
2510006D16Rik /// LOC100505293	2752.1	1594.3	3026.6	1808.0
Prl8a2	33.8	9.8	9.4	13.1
Gas5	169.5	520.9	200.6	299.1
Gas5	2708.0	3887.3	3671.5	2932.6
Cdk2ap1	2684.0	2072.6	3320.3	3045.0
Cyb5	1219.6	1199.9	2148.7	2000.0
Sap18	109.5	106.0	61.9	123.8
Comt1	931.2	1027.4	867.1	1161.3
2610507B11Rik	778.2	706.4	667.6	673.2
Cops2	280.0	194.3	168.2	203.6
Cops2	586.3	498.1	466.1	438.5
Ctss	1511.2	647.6	799.8	354.1
Guk1	1339.2	1092.7	997.4	1089.6
Phb2	1730.7	1477.4	1840.3	1300.3
Mrps12	460.6	510.3	552.9	392.7
Vtn	11.0	11.4	8.2	16.9
Set	2104.7	1665.7	1532.5	1263.4
Pmf1	133.1	36.4	21.9	27.0
Slmap	827.2	853.1	1250.9	1039.0
Ndrg3	177.5	219.1	296.0	197.1
Ttc3	121.3	224.1	871.6	587.1
Psmb4	153.7	159.7	62.7	197.7
Psmb4	4470.2	3095.5	3296.6	2969.3
Psmb4	3.9	10.5	1.7	4.8
Smtn	31.2	16.6	24.3	18.8
Cltb	327.4	404.4	470.0	588.1
Tnni1	298.7	434.8	208.1	369.0
C1qa	73.2	45.8	24.3	37.4
Mcrs1	600.1	408.8	508.4	471.1
Rps26	13376.5	20523.9	11538.9	12331.0
Gm6654 /// Rps26	5.9	7.9	8.2	3.2
Prl3b1	12.6	51.1	9.5	47.2
Slc25a25	241.6	243.1	183.2	219.7
Naca	55.9	15.1	19.8	66.6
Naca	6685.4	8685.9	5178.4	5520.7
Dnajb11	486.7	408.2	628.6	457.7
Ranbp1	1900.3	1461.3	1821.5	1562.0
Prpf8	3331.5	1877.6	2132.0	1698.0
Fasn	806.2	775.7	513.3	589.8
	84.7	2090.0	92.7	1358.8
Omt2b	10.7	18.7	9.7	11.5
Egr1	391.8	708.2	463.3	225.3
Ppm1a	1159.9	744.4	1066.8	885.8
Hgd	11.8	17.7	8.4	14.6
Btg4	79.6	32.4	5.0	21.4
Nap1l1	240.2	173.2	207.2	127.5
Nap1l1	1157.2	1117.5	729.6	997.9
Fah	31.2	137.1	21.7	111.4
Plin2	1321.5	1436.8	1691.4	1565.0
Sdc4	775.7	394.8	600.8	283.8
Cmas	1121.6	1059.2	1206.0	1006.4
1190002N15Rik	432.2	226.8	685.8	245.1
Irak1	1781.8	1983.6	2481.4	2162.3
St3gal5	12.3	45.1	24.8	33.4
Ube2l6	280.4	52.1	147.9	48.8
C78891	19.2	129.8	46.8	85.7
Hdgfrp2	508.4	503.8	460.8	524.5
S100a11	10808.3	10775.2	9776.8	9937.7
Rangap1	380.8	487.7	768.9	1121.0
Rangap1	141.8	330.6	248.7	645.9
Rrp1	1135.5	843.9	1194.2	866.4
Wars	540.4	617.2	446.8	635.9
Wars	980.8	756.0	765.0	755.5
Etf1	4334.5	2580.9	3203.4	3096.3
Sept9	5887.9	4295.3	8920.8	7166.7
Mrps28	381.3	272.0	222.4	200.0
Cyp2d10	4.7	6.1	6.6	5.5
Glod4	614.0	579.2	927.1	722.3
Nphp1	236.3	333.5	186.3	276.2
Tmem167	1816.8	1568.1	2523.5	1898.8
Myh7	21.1	24.3	31.7	35.9
Wbp11	3192.4	2266.0	2712.8	2363.5
Dtymk	449.4	326.3	250.8	209.1
Dtymk	135.5	232.1	85.2	153.6
Gnptg	309.7	349.2	246.0	238.4
Igf2	84.7	12.4	13.1	23.7
Igf2	255.4	323.2	192.4	421.4
Rbm38	598.7	544.8	444.2	432.6
Adh5	3292.9	2842.8	2735.0	2778.5
Trappc2l	1485.9	1337.3	1913.7	1865.1
Igfbp2	51.7	135.2	82.7	199.3
Hif1a	10440.4	16582.5	10418.0	13973.5
Hif1a	11251.1	16172.6	11292.8	12822.5
Nsdhl	528.5	700.4	440.7	714.5
Nsdhl	609.9	456.8	435.6	672.2
Ada	125.3	407.6	51.6	93.6
Tmem43	1500.7	845.7	1835.0	1537.9
Ube2z	1158.6	1693.6	1110.4	1524.7
Pgr	53.0	64.7	29.9	65.1
Gucy2e	46.4	36.4	19.4	46.0
Tnfrsf8	53.8	62.3	604.0	755.9
Fnbp1	348.4	694.9	454.1	546.3
Fgf17	71.6	50.1	32.1	14.7
Rab5b	101.5	145.7	113.9	170.1
Elk4	130.2	39.0	80.4	78.9
2810043O03Rik	37.0	66.0	10.1	75.0
Alox15	17.2	13.6	16.4	17.0
Tuba1b	8217.3	5695.0	7475.1	7656.5
Zfhx4	13.9	22.9	6.8	22.5
BC018101 /// Zfp97	737.4	1228.0	341.3	813.7
Zfp97	185.6	255.8	83.5	198.6
	5.2	7.9	3.3	5.1
A230006K03Rik	37.9	21.8	14.7	14.8
LOC544903	229.2	545.2	212.2	426.8
Sh3bp5	15.1	52.2	17.3	10.0
Yy1	920.6	1017.0	778.2	786.8
Ptger2	78.0	196.5	299.5	398.7
Cenpc1	198.6	299.4	62.9	309.5
Ephb2	151.9	206.9	121.2	238.8
Cxcl5	37.9	9.1	28.5	17.2
Irg1	37.6	74.1	12.8	14.2
Irg1	30.6	54.2	5.0	8.1
Stk3	24.6	35.4	65.4	47.4
Igh-V7183 /// Igh-VJ558 /// Igh-VS107 /// Ighg /// LOC544903	55.3	41.3	60.2	14.8
Vipr1	57.1	163.7	86.8	82.1
Sept11	297.5	356.8	693.0	501.9
Olfr91	129.1	56.3	77.8	66.8
Hoxb3	69.4	93.1	76.7	107.2
Grpr	8.3	21.5	8.2	9.6
Cplx2	156.2	227.2	87.6	260.6
Rbmy1a1	8.3	4.1	2.4	7.5
Gpr12	1204.8	1648.8	1002.3	1814.4
	15.9	30.0	18.5	21.5
Gpr3	32.8	52.9	19.4	35.3
Kcnj11	61.5	68.4	29.7	157.7
Pou1f1	34.0	45.3	3.0	48.7
Cdkn2a	104.4	63.6	138.3	102.0
Meis1	7.1	12.7	10.2	8.0
Rai1	28.1	31.4	32.1	28.2
Slc25a48	15.1	19.5	11.8	20.7
Gdf5	61.2	92.1	70.6	34.4
Srms	17.9	96.2	55.7	17.7
Thrb	40.9	228.6	28.6	57.9
Mip	17.4	65.9	17.2	26.9
Gast	125.5	175.4	82.8	136.0
Ncan	96.1	151.0	32.2	204.0
Ncan	13.5	38.0	13.8	16.5
Slc23a3	108.6	254.8	126.1	228.5
Klra2	48.5	27.2	21.7	13.3
Ereg	8.8	18.7	7.8	43.3
Zfp354a	16.9	33.7	28.2	38.7
Hesx1	22.7	38.9	17.3	9.4
Tub	5.9	11.2	7.8	7.7
Tub	183.4	235.8	182.1	130.8
Gnat2	63.0	42.1	4.6	103.2
Neurod2	70.7	277.1	45.9	105.3
Nf1	20.2	43.0	9.4	15.0
Htr5b	97.5	156.5	69.6	144.8
Ptgir	41.7	89.0	58.7	83.1
Cd40lg	161.0	162.9	137.6	329.8
Rel	21.2	22.2	27.9	18.5
Csn1s2b	34.9	69.7	18.9	72.4
Evx1	11.1	18.0	11.6	16.2
Evx1	32.4	84.5	72.4	39.8
Fst	12.2	27.6	11.1	51.8
Nr3c1	51.1	133.0	84.4	149.0
Hoxd1	16.8	11.5	7.2	24.7
Hoxd1	22.7	9.3	18.7	11.6
Pdx1	43.8	28.6	37.8	37.2
Isg15	334.3	865.8	240.6	230.8
Kcnj2	11.8	59.8	4.2	63.7
Irs1	11.4	92.6	11.2	16.9
Kcne1	93.1	153.8	102.1	156.7
Fgf4	356.5	421.5	305.5	462.8
Kif5a	4.2	4.9	1.2	2.3
Itgam	12.3	17.4	8.2	33.6
Kcnj12	4.6	13.3	19.9	12.1
Sbp	30.0	72.7	7.7	41.5
Foxj1	198.1	95.9	49.2	40.4
Tpo	17.0	86.9	36.2	51.6
Mmp3	6.7	8.3	1.8	11.8
Itga2	36.0	136.4	15.5	83.3
Sema3a	27.7	34.1	5.4	12.7
Pdcd1	218.4	276.4	158.9	549.5
Rln1	41.5	221.1	35.3	126.1
Pax9	38.3	115.6	27.0	40.4
Six2	92.4	157.4	90.7	140.6
Bmx	103.3	59.7	48.9	8.2
Acvr2a	26.8	50.4	37.0	47.0
Svs5	8.1	10.4	8.5	9.4
Zic2	25.9	31.1	10.6	4.6
Zic2	74.5	166.8	150.3	218.7
Fgf5	11.3	64.8	10.3	11.9
Psg17	260.2	330.1	244.5	405.1
Sdc3	83.7	162.8	107.8	107.7
Sorbs3	31.0	48.8	33.1	43.2
	60.4	237.2	79.4	164.7
Tll1	18.9	54.6	7.7	26.8
Msi1	103.8	119.1	124.9	113.6
Sall3	122.6	65.7	66.1	211.3
Pla2r1	9.6	83.0	4.2	12.4
Atxn1	50.6	91.3	120.4	130.1
A930001N09Rik	327.6	466.2	336.3	450.0
Ptgdr	15.2	65.3	10.3	19.8
Neurod6	21.2	89.6	33.2	116.9
Gip	99.8	66.6	77.8	228.3
Acp5	298.6	360.8	221.1	413.9
Sts	23.8	17.1	108.0	28.3
	212.4	244.9	107.7	181.3
Wnt10a	152.6	127.7	91.4	163.5
Grik2	42.0	5.2	8.2	5.8
Grik2	78.3	69.1	52.9	139.9
Has2	23.2	91.3	19.6	144.5
Dlx6	20.0	23.9	14.0	33.6
Dlx6as	53.9	108.2	89.6	79.2
Bcl2	328.0	196.3	186.2	93.8
Bcl2	871.7	725.0	519.7	604.6
Bcl2	560.4	667.8	471.6	676.0
Gpr143	29.2	20.1	6.7	54.2
Ugt8a	7.7	49.5	18.5	5.8
Dlx4	40.3	117.6	31.0	49.2
Traf6	524.9	220.4	356.1	113.3
Atg13	530.4	518.1	572.3	501.8
Mrpl11	356.1	195.7	184.4	164.2
Aaas	245.9	223.8	347.2	304.5
D6Wsu116e	1025.1	919.6	917.2	690.3
Hdhd2	118.4	291.0	207.3	322.1
Ndel1	1858.8	1586.1	2297.5	1887.4
Ndel1	77.9	52.2	20.7	72.4
Ndel1	244.0	264.3	349.8	263.4
Dpy30	1170.3	1332.0	1048.7	1338.1
Napa	1636.3	1573.9	1539.0	1892.2
Kdm1a	167.8	214.4	154.2	247.0
Pgp	277.5	368.3	159.9	209.4
1600012H06Rik	65.0	84.9	62.3	22.5
Lpin1	280.9	114.7	248.3	203.4
Pbrm1	436.7	932.1	469.4	571.6
Pbrm1	402.3	734.3	369.9	502.2
Chtf8	786.3	713.2	792.6	943.7
Fcf1	1084.5	885.0	720.0	657.5
Mrpl14	8.7	7.6	9.2	12.1
Mrpl14	23.8	52.9	36.4	28.5
Mrpl35	315.4	207.6	134.1	192.1
Sept7	2224.8	3387.3	2739.2	4092.2
Fbxo9	234.9	383.9	372.4	379.1
Sppl3	1559.6	1970.7	2012.9	2229.8
Lias	930.7	644.6	820.0	653.1
Fam100b /// Gm7367	1301.4	757.9	891.5	600.3
Jak1	2612.8	1553.2	3249.0	3036.9
Larp4b	523.5	844.3	1228.7	1153.7
Asf1a	1093.6	452.0	981.7	496.5
Rnf149	678.5	160.2	407.0	322.8
Ppp2r2a	135.0	219.4	105.5	120.1
Hiatl1	451.9	795.3	997.5	1011.4
Txndc5	1052.9	547.6	739.1	767.0
Tm2d2	28.6	13.4	13.4	22.8
Tm2d2	433.8	415.5	357.2	361.4
Tm2d2	515.0	777.6	458.8	529.3
Stt3a	161.1	257.3	177.4	288.8
Rcl1	767.5	590.5	998.2	896.5
Art3	6.0	7.6	2.2	4.4
Vamp2	149.4	37.6	193.1	111.1
Vamp2	1928.6	1028.1	2240.1	939.9
Rab6	1750.1	1410.3	1441.2	1581.0
Coro1b	1619.3	1522.4	2030.3	1851.4
Mrps36	494.9	1071.3	666.0	888.9
Cope	1937.8	1710.7	1160.2	1225.4
Gns	84.8	82.6	101.3	108.3
Gins2	18.9	10.6	24.9	14.7
Mark3	740.4	853.1	702.8	765.6
l7Rn6	520.9	692.4	514.3	566.8
Sars	775.5	652.6	907.7	661.5
Tbrg1	2202.5	2107.4	2238.4	1650.9
Rnaseh2c	1273.7	822.8	789.9	546.9
Dars	20.6	40.3	60.8	104.9
Gpcpd1	10.8	159.1	25.5	43.1
Gpcpd1	87.8	104.8	37.6	52.3
Rpa2	171.0	252.8	168.3	253.3
Sec23b	1376.5	1210.5	1475.6	1513.2
Sh3glb1	326.4	455.2	359.4	458.0
Wsb1	1579.4	688.9	1221.5	684.0
Brd3	23.2	12.1	9.2	16.0
Gnl3	560.4	611.8	330.6	255.3
Rragc	3112.8	2486.7	3430.0	3022.3
Tcf25	330.7	483.1	438.4	485.4
Tcf25	977.2	1061.5	1047.2	749.8
Eif1b	2279.8	2328.0	1402.2	1632.5
Oog1	43.1	73.6	4.3	46.3
Stk25	95.6	171.7	82.4	92.5
Tram1	4049.9	4405.5	6315.8	4589.4
Jam3	95.6	156.6	88.0	158.8
Eny2	145.4	37.9	59.3	45.8
Memo1	500.8	490.8	683.8	767.1
B3galnt1	2.5	2.5	1.4	3.3
B3galnt1	4.4	8.9	3.2	13.7
Lipc	19.6	43.7	10.0	17.7
Trpv2	1746.7	3117.0	1970.9	2498.2
Lpcat3	165.1	178.2	126.5	180.9
Dbt	83.2	134.0	73.7	48.4
Fabp7	8.4	7.2	5.8	8.6
Myo5a	16.6	50.6	12.3	13.1
Abcd1	151.4	597.5	676.7	695.1
Ggps1	408.6	431.6	333.9	389.4
Rad54l	75.2	134.7	37.5	23.5
Usp8	495.4	598.1	522.6	505.9
Wdr43	1243.6	719.0	379.5	422.0
Ighv14-2	4.6	4.5	14.2	24.7
LOC100039128 /// Nup93	130.4	141.6	178.5	184.5
Adamdec1	7.2	12.4	9.5	58.7
Tinf2	471.2	551.1	238.5	364.5
Mnat1	416.2	485.8	462.8	490.0
Cd37	3327.7	2686.0	3793.2	3026.1
Tcf12	1426.4	1731.3	1324.1	1338.2
Tmpo	1108.9	1559.2	969.3	1171.3
P4ha2	224.0	720.3	224.1	313.1
Gpd2	305.8	466.3	287.0	311.1
Faf1	258.8	226.7	190.1	390.4
Nfkbiz	283.9	272.9	972.3	463.1
Dhcr7	120.3	107.6	113.2	128.2
Bcar1	64.9	78.7	52.2	74.6
Smarcad1	135.1	165.4	91.6	127.2
B9d1	198.0	167.6	106.9	112.9
Ppp2r5c	2342.0	1399.1	1693.0	1820.9
Slc34a2	31.7	40.3	17.9	48.8
E2f5	575.5	527.4	531.0	570.7
Plk4	221.9	253.1	151.5	151.8
Krt35	35.6	46.6	22.7	121.8
Krt35	174.6	234.3	144.6	234.8
Adsl	427.5	574.7	429.1	326.0
Mapk7	34.0	146.6	40.8	37.5
Zfp292	273.5	483.6	420.5	316.7
Trim43a /// Trim43b	204.9	497.1	335.0	664.9
Rad1	299.6	456.2	217.7	439.5
2810040C05Rik	27.0	29.3	53.4	24.7
Flot2	1010.8	1319.0	871.6	1264.9
Nnt	529.6	394.8	429.5	387.4
Islr	162.3	106.4	55.0	141.6
Galnt3	134.4	257.1	219.8	488.3
Spef1	8.4	13.3	9.0	21.8
Tmod3	8276.5	9943.2	8835.9	8421.5
Apbb1	532.5	608.7	335.6	460.2
Pml	716.7	980.5	788.0	1022.2
	149.0	258.8	144.9	241.9
Bclaf1	52.8	79.0	73.7	54.4
Por	359.0	462.2	549.5	645.7
Yy1	210.2	301.1	217.7	226.9
Prrx1	64.1	60.9	42.7	37.9
Pafah1b2	246.3	208.1	492.3	480.2
Mxd4	3216.6	3497.3	3033.3	3407.0
Ddx19a	703.3	973.8	869.1	896.7
Bcl2l1	11.7	19.5	16.2	75.3
Bcl2l1	1170.2	943.8	1291.7	1390.5
Rnf8	518.5	249.1	393.3	230.0
Pias1	359.1	337.6	266.9	272.0
Il7r	1475.9	3445.4	485.1	526.8
Ankrd17	222.7	271.9	373.3	258.5
Rasd1	24.7	59.9	25.5	15.4
Itpk1	1751.5	2461.3	1598.2	2063.3
Irx3	96.0	129.2	48.6	113.8
Pcyt1a	54.8	225.3	152.7	181.0
Map2k7	131.3	153.8	152.3	136.0
Map2k7	36.0	127.2	27.2	58.0
Adss	1503.2	1094.5	1215.5	1020.6
Adss	1529.8	1290.8	1477.8	1398.6
Slc6a4	14.4	15.5	16.3	27.7
Taf1b	582.2	816.2	498.2	614.9
Shox2	495.2	564.3	1177.7	1359.3
Shox2	57.9	34.1	232.0	72.8
Zfp358	148.1	93.5	116.0	59.3
Eno2	182.3	376.3	88.6	208.0
Mobp	43.6	109.7	37.1	62.5
Mobp	25.2	95.9	24.8	20.5
Mobp	19.9	90.2	11.7	23.6
Casp2	1609.7	1312.7	1300.8	1347.1
Cav3	28.3	39.7	41.6	46.5
S100a4	13883.6	19597.6	12713.0	14735.6
Zeb1	503.2	328.5	427.0	430.0
Icam2	165.6	384.9	129.6	324.6
Llgl1	2114.8	1963.6	1660.1	1809.5
St6galnac2	130.1	126.8	72.5	102.6
Pcbd1	18.4	47.4	28.3	68.1
Thy1	13440.1	10657.6	7300.7	8520.8
Hmga2	59.5	69.0	11.6	29.6
Elf3	30.8	32.8	38.1	37.7
Pvrl3	27.5	29.6	26.2	25.5
Stx8	209.9	175.0	224.5	178.0
Usp4	1517.2	1248.8	1457.3	1525.4
Csn3	76.8	124.0	92.9	154.2
Gas6	122.7	126.5	87.8	110.9
Anapc1	766.7	842.6	592.2	573.8
Ntrk2	12.4	17.6	9.9	12.5
Chuk	2245.2	2226.0	1964.1	1683.7
Mpeg1	213.6	320.0	93.8	155.8
Ccnf	161.4	216.4	114.7	213.1
Vil1	2.4	3.5	2.3	4.2
Nr1d2	769.4	229.2	305.0	179.7
Thra	38.3	32.8	14.0	41.9
Dohh	580.9	320.3	479.6	235.3
Ccdc6	424.6	621.2	380.9	638.1
Serping1	140.9	136.8	72.7	190.9
Fkbp10	59.5	131.2	79.7	138.6
Cyp2c37 /// Cyp2c50	84.6	37.7	15.2	116.9
Usp3	4117.4	2822.2	2483.6	2550.5
Usp3	2236.5	1545.7	1550.6	1143.7
Usp3	802.3	1048.2	670.1	706.0
Zwint	4155.7	3336.7	3373.1	3743.5
Mal	99.3	127.2	80.0	168.1
Rps10	14957.4	17666.0	10965.1	11342.7
Slc12a1	58.7	58.6	31.0	56.3
Max	302.2	418.7	625.6	508.7
Ddx24	1144.6	1010.6	932.7	696.2
Eif4e	60.3	136.4	34.5	98.8
Fdps	2037.2	1142.8	1034.4	1219.6
Stat3	2158.7	2216.4	2740.1	2243.7
Stat3	1436.2	1557.3	2280.6	1321.1
Eif3d	3011.1	2242.8	2563.5	1956.7
Usp9x	162.9	129.8	119.6	164.4
Irf3	600.6	793.0	440.2	632.6
Adipoq	72.0	106.8	23.8	66.4
Cops6	2533.4	1411.4	3192.6	2049.1
Ghr	40.2	70.0	74.7	162.2
Ghr	42.7	92.6	4.7	43.3
Ier2	3313.0	2068.9	2235.8	1461.2
Clpb	180.4	178.7	174.0	163.4
Slc25a10	211.1	70.7	437.0	178.5
Cops3	723.2	1033.0	244.0	349.0
Cox6b1	591.0	405.1	374.6	424.7
Uqcrh	7615.6	6724.0	5671.9	4743.5
Prap1	5.5	9.4	62.9	35.5
Cfl1	7193.7	5857.3	5878.9	5117.9
Chd4	6512.2	5941.2	6818.1	6078.0
Fxr1	121.4	174.4	124.6	78.1
Fxc1	1137.9	1073.2	850.1	972.2
Fxc1	60.8	160.6	40.8	39.4
Xist	991.7	871.5	1431.4	732.6
Atxn10	1007.5	1370.4	2991.7	2439.9
Atp5o	1720.3	1245.7	1410.6	836.1
Psmg2	523.9	593.2	292.6	299.0
Csn2	46.2	100.6	45.6	126.7
Slc3a2	4464.8	2033.5	4248.4	2351.6
Gm3417 /// Gm3448 /// Tcte3	88.1	64.2	58.9	51.2
Cdc37	4168.8	2782.2	2649.6	3318.1
Axl	174.1	247.0	29.7	46.5
Rcc1	250.1	314.1	234.2	238.4
Vps26b	625.3	1145.9	1175.6	1003.2
Mrpl16	653.5	461.3	549.1	367.1
Gm2a	757.8	763.7	1450.5	1147.7
Paqr7	912.6	1055.7	689.7	1105.6
Tgoln1	3261.1	2327.3	4000.1	2415.7
Tgoln1	602.0	745.7	1135.1	1032.5
Stx6	709.1	321.5	897.3	701.8
Znhit1	1180.5	1124.2	1217.3	1036.6
Fh1	806.3	859.2	888.2	993.9
Trim59	587.4	444.6	249.6	252.1
Ict1	325.0	495.1	277.0	314.7
Exosc7	597.1	1023.1	654.6	587.8
Fmod	22.7	25.2	13.3	30.8
Ccdc142 /// Mrpl53	464.6	417.7	365.4	317.1
1810020D17Rik	217.4	217.1	174.5	236.4
Pdzd11	577.8	411.6	663.3	633.8
2310004N24Rik	541.9	541.5	760.4	570.4
Ostf1	3106.3	2702.8	4633.7	3707.8
Ppif	253.9	248.3	210.6	322.5
Grina	5062.8	6546.6	4624.1	6387.2
Grina	9587.7	9099.0	8079.1	9071.2
Smndc1	1022.5	997.2	1276.0	980.2
Atxn7l3b	252.6	156.8	191.7	170.2
Robld3	1413.1	1375.3	1215.0	902.3
0610012G03Rik	1193.6	1116.7	1338.4	1127.7
Commd4	2061.1	1214.6	1731.4	1333.7
Pigs	2104.7	1809.9	2226.7	2511.2
Carm1	331.2	504.1	424.8	464.6
Ints6	101.1	167.6	80.7	132.6
Tfam	13.1	33.2	9.2	4.4
Gng10	2388.6	2996.9	2603.1	2354.7
Fibp	897.1	404.3	520.4	371.2
Gpm6b	11.7	64.8	30.3	56.4
Cuedc2	446.5	660.8	340.9	433.2
Gtpbp4	2121.4	1470.5	1822.6	1552.3
Rpp14	299.7	379.0	145.8	209.0
Ppp3r1	2326.3	1380.7	4576.0	3541.7
Csad	354.0	423.1	559.2	724.5
Mrpl41	628.1	535.1	335.0	439.2
Ccna2	290.9	244.0	182.8	302.6
Use1	1146.9	1190.7	930.3	798.1
Use1	3197.8	2956.6	2823.7	2622.0
Pstk	212.7	249.7	296.6	245.2
Eid1	1925.3	1905.5	1527.8	1580.2
Pnpt1	287.4	434.4	260.7	268.3
Pcnp	9.4	7.4	6.1	11.9
Pcnp	3739.7	2890.4	2726.5	2612.5
Gc	45.5	72.6	52.9	76.1
Snora7a	47.6	65.3	22.2	11.5
Lcn5	12.0	21.5	5.9	6.0
	1.2	4.9	2.8	5.7
Gnb3	32.7	53.2	17.3	150.8
Axin2	89.4	40.2	84.9	100.2
Tdo2	49.9	30.3	32.2	113.4
St8sia5	37.3	169.1	152.4	153.7
Fert2	30.2	29.5	21.1	30.9
Kcnq1	21.4	17.0	85.0	31.1
Il12rb2	501.9	969.9	463.5	1369.8
Tmprss15	46.9	25.8	34.3	27.4
Wnt3	51.7	64.6	74.2	41.9
Pla2g2c	246.2	353.0	154.6	298.4
Klk8	158.4	304.8	94.3	221.2
Dlx3	41.3	48.5	29.4	45.9
Abcc1	224.3	280.0	821.5	854.2
Csf2ra	15.8	45.9	27.2	25.2
Speg	16.3	28.5	11.7	18.5
Oprd1	13.5	103.2	17.7	23.8
Sele	29.8	23.5	11.5	2.8
Ifng	2131.9	2649.1	3868.5	4864.3
Hk1	7891.4	13900.0	9144.9	7032.0
Rps5	14666.5	19171.7	10536.9	11489.6
Baiap2	131.2	102.0	176.5	312.9
Cand1	384.2	471.0	284.2	511.0
Kcnd2	5.4	3.6	6.9	10.2
Gnb2l1	17794.3	20894.7	11431.7	15098.0
9130016M20Rik	12.0	36.3	0.8	4.3
Gabrd	18.1	18.8	11.9	17.6
Txlng	128.4	153.3	93.9	153.4
Ap1s2	8.5	41.7	28.1	74.5
Mphosph9	243.6	262.6	165.2	193.1
	9.6	67.1	13.7	16.8
Eml5	91.0	138.2	101.2	65.7
	17.2	16.1	56.0	35.2
Il17a	37.7	129.6	25.8	92.5
Sec63	159.4	210.8	140.4	283.0
C76132	45.4	108.3	95.6	101.0
	29.5	91.8	47.6	82.9
C76554	1.6	12.4	6.7	23.2
Tnpo1	48.1	129.1	74.3	30.5
C76614	4.6	6.6	3.1	7.8
D15Ertd30e	12.7	35.6	10.4	42.2
D9Ertd26e	8.6	22.8	7.3	10.2
Serac1	90.9	151.1	25.8	44.0
Wnt8a	24.0	58.5	24.0	32.0
C77144	27.1	224.2	51.2	76.1
D6Ertd47e	6.4	23.5	3.7	34.7
Rbbp6	117.3	139.3	93.7	89.1
Coq3	138.7	256.8	256.8	352.7
Pqlc3	3387.4	3537.2	3488.4	3123.2
Mapre1	62.5	15.3	26.1	23.2
Aplnr	38.1	29.4	20.8	31.5
LOC672291	7.1	91.9	9.2	16.4
Klrc1	4159.8	7511.3	3864.0	6211.1
Kcnd3	27.7	61.4	10.7	54.8
S1pr2	324.9	570.9	338.5	809.0
